"SA1_MAINCODE_2016","CED_CODE_2017","CED_NAME_2017","STATE_CODE_2017","STATE_NAME_2017","AREA_ALBERS_SQKM"
"11002119212","130","New England","1","New South Wales",727.7376
"11002119213","130","New England","1","New South Wales",93.8619
"11002119214","130","New England","1","New South Wales",858.349
"11002119215","130","New England","1","New South Wales",1009.9953
"11002119301","130","New England","1","New South Wales",1.0217
"11002119302","130","New England","1","New South Wales",1277.809
"11002119303","130","New England","1","New South Wales",983.467
"11002119306","130","New England","1","New South Wales",315.7286
"11002119307","130","New England","1","New South Wales",172.4726
"11002119308","130","New England","1","New South Wales",559.4311
"11002119312","130","New England","1","New South Wales",961.1702
"11002119313","130","New England","1","New South Wales",126.2432
"11002119317","130","New England","1","New South Wales",0.8971
"11002119318","130","New England","1","New South Wales",1.283
"11002119319","130","New England","1","New South Wales",1.1507
"11002119320","130","New England","1","New South Wales",0.4701
"11002119401","130","New England","1","New South Wales",174.1549
"11002119402","130","New England","1","New South Wales",0.4422
"11002119403","130","New England","1","New South Wales",1.2402
"11002119404","130","New England","1","New South Wales",0.9881
"11002119405","130","New England","1","New South Wales",0.7521
"11002119406","130","New England","1","New South Wales",1147.7865
"11002119407","130","New England","1","New South Wales",1427.3721
"11002119408","130","New England","1","New South Wales",540.6298
"11002119409","130","New England","1","New South Wales",735.7483
"11002119410","130","New England","1","New South Wales",0.7666
"11002119411","130","New England","1","New South Wales",617.7823
"11002119412","130","New England","1","New South Wales",1729.968
"11002119413","130","New England","1","New South Wales",52.3473
"11002119414","130","New England","1","New South Wales",92.7031
"11002119415","130","New England","1","New South Wales",0.5416
"11002119416","130","New England","1","New South Wales",0.8208
"11002119417","130","New England","1","New South Wales",0.8788
"11002119418","130","New England","1","New South Wales",423.3182
"11002119419","130","New England","1","New South Wales",291.2842
"11002119420","130","New England","1","New South Wales",80.6827
"11002119421","130","New England","1","New South Wales",0.9837
"11002119422","130","New England","1","New South Wales",0.4921
"11002119423","130","New England","1","New South Wales",0.3911
"11002119424","130","New England","1","New South Wales",0.7183
"11004120101","130","New England","1","New South Wales",2.4405
"11004120102","130","New England","1","New South Wales",0.3977
"11004120103","130","New England","1","New South Wales",0.5426
"11004120104","130","New England","1","New South Wales",2.0703
"11004120105","130","New England","1","New South Wales",0.7958
"11004120106","130","New England","1","New South Wales",0.5675
"11004120107","130","New England","1","New South Wales",1.0563
"11004120108","130","New England","1","New South Wales",0.4286
"11004120109","130","New England","1","New South Wales",2.7385
"11004120110","130","New England","1","New South Wales",1.3925
"11004120111","130","New England","1","New South Wales",2.8007
"11004120112","130","New England","1","New South Wales",6.4712
"11004120113","130","New England","1","New South Wales",315.6684
"11004120114","130","New England","1","New South Wales",402.3604
"11004120115","130","New England","1","New South Wales",257.8774
"11004120116","130","New England","1","New South Wales",540.2626
"11004120117","130","New England","1","New South Wales",254.54
"11004120118","130","New England","1","New South Wales",918.192
"11004120119","130","New England","1","New South Wales",842.4928
"11004120120","130","New England","1","New South Wales",732.9935
"11004120121","130","New England","1","New South Wales",791.0287
"11004120122","130","New England","1","New South Wales",0.7243
"11004120201","130","New England","1","New South Wales",1.241
"11004120202","130","New England","1","New South Wales",46.8906
"11004120203","130","New England","1","New South Wales",0.3439
"11004120205","130","New England","1","New South Wales",0.2573
"11004120206","130","New England","1","New South Wales",0.1607
"11004120207","130","New England","1","New South Wales",0.4907
"11004120208","130","New England","1","New South Wales",3.6541
"11004120209","130","New England","1","New South Wales",1.5658
"11004120210","130","New England","1","New South Wales",31.271
"11004120211","130","New England","1","New South Wales",0.4862
"11004120212","130","New England","1","New South Wales",0.1757
"11004120213","130","New England","1","New South Wales",0.1059
"11004120214","130","New England","1","New South Wales",0.2238
"11004120215","130","New England","1","New South Wales",0.1583
"11004120216","130","New England","1","New South Wales",0.3116
"11004120217","130","New England","1","New South Wales",0.0918
"11004120218","130","New England","1","New South Wales",0.1597
"11004120219","130","New England","1","New South Wales",0.2317
"11004120220","130","New England","1","New South Wales",0.4809
"11004120221","130","New England","1","New South Wales",0.1017
"11004120222","130","New England","1","New South Wales",0.295
"11004120223","130","New England","1","New South Wales",4.815
"11004120224","130","New England","1","New South Wales",0.6449
"11004120225","130","New England","1","New South Wales",0.2013
"11004120226","130","New England","1","New South Wales",0.1806
"11004120227","130","New England","1","New South Wales",1.062
"11004120228","130","New England","1","New South Wales",0.2675
"11004120229","130","New England","1","New South Wales",0.5144
"11004120230","130","New England","1","New South Wales",0.3306
"11004120231","130","New England","1","New South Wales",0.2542
"11004120232","130","New England","1","New South Wales",0.1662
"11004120233","130","New England","1","New South Wales",0.3676
"11004120234","130","New England","1","New South Wales",0.3033
"11004120235","130","New England","1","New South Wales",0.303
"11004120236","130","New England","1","New South Wales",0.2221
"11004120237","130","New England","1","New South Wales",0.1971
"11004120238","130","New England","1","New South Wales",0.1643
"11004120239","130","New England","1","New South Wales",0.2071
"11004120240","130","New England","1","New South Wales",0.1934
"11004120241","130","New England","1","New South Wales",0.2629
"11004120242","130","New England","1","New South Wales",0.1767
"11004120243","130","New England","1","New South Wales",0.1624
"11004120244","130","New England","1","New South Wales",0.2145
"11004120245","130","New England","1","New South Wales",0.1499
"11004120246","130","New England","1","New South Wales",0.1674
"11004120247","130","New England","1","New South Wales",0.0984
"11004120248","130","New England","1","New South Wales",0.2119
"11004120249","130","New England","1","New South Wales",0.1343
"11004120250","130","New England","1","New South Wales",0.1855
"11004120251","130","New England","1","New South Wales",0.183
"11004120252","130","New England","1","New South Wales",0.1298
"11004120253","130","New England","1","New South Wales",0.1786
"11004120254","130","New England","1","New South Wales",0.1286
"11004120255","130","New England","1","New South Wales",0.7047
"11004120301","130","New England","1","New South Wales",0.1429
"11004120302","130","New England","1","New South Wales",0.2733
"11004120303","130","New England","1","New South Wales",0.1346
"11004120304","130","New England","1","New South Wales",0.5843
"11004120305","130","New England","1","New South Wales",1.0089
"11004120306","130","New England","1","New South Wales",0.5008
"11004120307","130","New England","1","New South Wales",0.333
"11004120308","130","New England","1","New South Wales",0.1611
"11004120309","130","New England","1","New South Wales",0.3781
"11004120310","130","New England","1","New South Wales",0.165
"11004120311","130","New England","1","New South Wales",1.2352
"11004120312","130","New England","1","New South Wales",0.3814
"11004120313","130","New England","1","New South Wales",0.1901
"11004120314","130","New England","1","New South Wales",0.372
"11004120315","130","New England","1","New South Wales",2.0109
"11004120316","130","New England","1","New South Wales",0.2508
"11004120317","130","New England","1","New South Wales",0.2666
"11004120318","130","New England","1","New South Wales",0.2315
"11004120319","130","New England","1","New South Wales",0.2996
"11004120320","130","New England","1","New South Wales",0.2588
"11004120321","130","New England","1","New South Wales",0.2125
"11004120322","130","New England","1","New South Wales",0.4053
"11004120323","130","New England","1","New South Wales",0.174
"11004120324","130","New England","1","New South Wales",0.1979
"11004120326","130","New England","1","New South Wales",0.3347
"11004120327","130","New England","1","New South Wales",0.7527
"11004120328","130","New England","1","New South Wales",0.3962
"11004120329","130","New England","1","New South Wales",20.5598
"11004120330","130","New England","1","New South Wales",30.9737
"11004120331","130","New England","1","New South Wales",2.5877
"11004120332","130","New England","1","New South Wales",8.0505
"11004120333","130","New England","1","New South Wales",0.2932
"11004120334","130","New England","1","New South Wales",0.6187
"11004120335","130","New England","1","New South Wales",0.25
"11004120336","130","New England","1","New South Wales",0.256
"11004120337","130","New England","1","New South Wales",0.5988
"11004120338","130","New England","1","New South Wales",0.2017
"11004120401","130","New England","1","New South Wales",3.4422
"11004120402","130","New England","1","New South Wales",53.7836
"11004120403","130","New England","1","New South Wales",1.4096
"11004120404","130","New England","1","New South Wales",0.2669
"11004120405","130","New England","1","New South Wales",0.1259
"11004120406","130","New England","1","New South Wales",0.1655
"11004120408","130","New England","1","New South Wales",0.246
"11004120409","130","New England","1","New South Wales",0.8484
"11004120410","130","New England","1","New South Wales",0.7253
"11004120411","130","New England","1","New South Wales",0.2001
"11004120412","130","New England","1","New South Wales",0.4876
"11004120413","130","New England","1","New South Wales",0.1342
"11004120414","130","New England","1","New South Wales",0.103
"11004120415","130","New England","1","New South Wales",0.5838
"11004120501","130","New England","1","New South Wales",17.4479
"11004120502","130","New England","1","New South Wales",0.491
"11004120503","130","New England","1","New South Wales",70.0013
"11004120504","130","New England","1","New South Wales",200.3344
"11004120505","130","New England","1","New South Wales",61.4709
"11004120506","130","New England","1","New South Wales",524.7812
"11004120507","130","New England","1","New South Wales",418.0652
"11004120508","130","New England","1","New South Wales",508.8867
"11004120509","130","New England","1","New South Wales",11.6194
"11004120510","130","New England","1","New South Wales",34.3276
"11004120511","130","New England","1","New South Wales",28.755
"11004120513","130","New England","1","New South Wales",83.8435
"11004120514","130","New England","1","New South Wales",196.1929
"11004120515","130","New England","1","New South Wales",540.4793
"11004120516","130","New England","1","New South Wales",849.9663
"11004120517","130","New England","1","New South Wales",885.9897
"11004120518","130","New England","1","New South Wales",976.9024
"11004120519","130","New England","1","New South Wales",46.465
"11004120520","130","New England","1","New South Wales",1171.0714
"11004120521","130","New England","1","New South Wales",20.964
"11004120522","130","New England","1","New South Wales",0.6702
"11004120523","130","New England","1","New South Wales",0.6395
"11004120524","130","New England","1","New South Wales",1.1161
"11004120525","130","New England","1","New South Wales",0.2731
"11004120526","130","New England","1","New South Wales",0.4204
"11004120527","130","New England","1","New South Wales",22.8842
"11004120528","130","New England","1","New South Wales",3.8668
"11004120529","130","New England","1","New South Wales",23.3201
"11004120530","130","New England","1","New South Wales",0.9669
"11004120531","130","New England","1","New South Wales",0.7946
"11004120532","130","New England","1","New South Wales",0.9035
"11004120533","130","New England","1","New South Wales",0.4296
"11004120534","130","New England","1","New South Wales",0.1808
"11004120535","130","New England","1","New South Wales",0.4785
"11004120536","130","New England","1","New South Wales",2.5155
"11004120537","130","New England","1","New South Wales",765.2193
"11004120538","130","New England","1","New South Wales",353.4154
"11004120539","130","New England","1","New South Wales",41.0104
"11004120540","130","New England","1","New South Wales",217.7133
"11004120541","130","New England","1","New South Wales",141.6686
"11004120542","130","New England","1","New South Wales",51.8583
"11004120543","130","New England","1","New South Wales",138.342
"11004120544","130","New England","1","New South Wales",441.585
"11004120545","130","New England","1","New South Wales",0.541
"11004120546","130","New England","1","New South Wales",2.5566
"11004120547","130","New England","1","New South Wales",0.7751
"11004120548","130","New England","1","New South Wales",0.8639
"11004120549","130","New England","1","New South Wales",0.1967
"11004120550","130","New England","1","New South Wales",0.3806
"11004120551","130","New England","1","New South Wales",7.2114
"11004120552","130","New England","1","New South Wales",4.7946
"11004120553","130","New England","1","New South Wales",80.0334
"11004120554","130","New England","1","New South Wales",24.8036
"11101120920","131","Newcastle","1","New South Wales",0.7864
"11101120942","131","Newcastle","1","New South Wales",0.167
"11101120943","131","Newcastle","1","New South Wales",0.4631
"11101120944","131","Newcastle","1","New South Wales",0.2498
"11101120945","131","Newcastle","1","New South Wales",0.2138
"11101120946","131","Newcastle","1","New South Wales",0.3045
"11101120951","131","Newcastle","1","New South Wales",0.2322
"11101120955","131","Newcastle","1","New South Wales",0.2775
"11101120956","131","Newcastle","1","New South Wales",0.5179
"11103122201","131","Newcastle","1","New South Wales",0.1198
"11103122202","131","Newcastle","1","New South Wales",0.1491
"11103122203","131","Newcastle","1","New South Wales",0.2805
"11103122204","131","Newcastle","1","New South Wales",0.2331
"11103122205","131","Newcastle","1","New South Wales",0.2038
"11103122206","131","Newcastle","1","New South Wales",0.1607
"11103122207","131","Newcastle","1","New South Wales",0.1924
"11103122208","131","Newcastle","1","New South Wales",0.3345
"11103122209","131","Newcastle","1","New South Wales",0.147
"11103122210","131","Newcastle","1","New South Wales",0.161
"11103122211","131","Newcastle","1","New South Wales",0.0989
"11103122212","131","Newcastle","1","New South Wales",0.1281
"11103122213","131","Newcastle","1","New South Wales",0.0624
"11103122214","131","Newcastle","1","New South Wales",0.095
"11103122215","131","Newcastle","1","New South Wales",0.1201
"11103122216","131","Newcastle","1","New South Wales",0.2499
"11103122217","131","Newcastle","1","New South Wales",0.1433
"11103122218","131","Newcastle","1","New South Wales",0.1292
"11103122219","131","Newcastle","1","New South Wales",0.1166
"11103122220","131","Newcastle","1","New South Wales",0.1709
"11103122221","131","Newcastle","1","New South Wales",0.3865
"11103122222","131","Newcastle","1","New South Wales",0.3922
"11103122223","131","Newcastle","1","New South Wales",0.2265
"11103122224","131","Newcastle","1","New South Wales",0.2631
"11103122225","131","Newcastle","1","New South Wales",0.2796
"11103122232","131","Newcastle","1","New South Wales",0.2092
"11103122233","131","Newcastle","1","New South Wales",0.1968
"11103122234","131","Newcastle","1","New South Wales",0.1323
"11103122235","131","Newcastle","1","New South Wales",0.2541
"11103122236","131","Newcastle","1","New South Wales",0.1031
"11103122237","131","Newcastle","1","New South Wales",0.4561
"11103122238","131","Newcastle","1","New South Wales",0.2065
"11103122239","131","Newcastle","1","New South Wales",0.154
"11103122240","131","Newcastle","1","New South Wales",0.1409
"11103122316","131","Newcastle","1","New South Wales",24.8792
"11103122401","131","Newcastle","1","New South Wales",0.1495
"11103122402","131","Newcastle","1","New South Wales",0.1219
"11103122403","131","Newcastle","1","New South Wales",0.0639
"11103122404","131","Newcastle","1","New South Wales",0.163
"11103122405","131","Newcastle","1","New South Wales",0.0787
"11103122406","131","Newcastle","1","New South Wales",0.0789
"11103122407","131","Newcastle","1","New South Wales",0.3262
"11103122408","131","Newcastle","1","New South Wales",0.0681
"11103122409","131","Newcastle","1","New South Wales",0.5036
"11103122410","131","Newcastle","1","New South Wales",0.6629
"11103122411","131","Newcastle","1","New South Wales",0.3611
"11103122412","131","Newcastle","1","New South Wales",0.658
"11103122413","131","Newcastle","1","New South Wales",0.3257
"11103122414","131","Newcastle","1","New South Wales",0.1666
"11103122415","131","Newcastle","1","New South Wales",0.1911
"11103122416","131","Newcastle","1","New South Wales",0.4191
"11103122417","131","Newcastle","1","New South Wales",0.117
"11103122418","131","Newcastle","1","New South Wales",0.1542
"11103122419","131","Newcastle","1","New South Wales",0.0833
"11103122420","131","Newcastle","1","New South Wales",0.2339
"11103122421","131","Newcastle","1","New South Wales",0.229
"11103122422","131","Newcastle","1","New South Wales",0.1934
"11103122423","131","Newcastle","1","New South Wales",0.0796
"11103122424","131","Newcastle","1","New South Wales",0.1032
"11103122425","131","Newcastle","1","New South Wales",0.1051
"11103122426","131","Newcastle","1","New South Wales",0.1939
"11103122427","131","Newcastle","1","New South Wales",0.276
"11103122428","131","Newcastle","1","New South Wales",0.0979
"11103122429","131","Newcastle","1","New South Wales",0.1638
"11103122430","131","Newcastle","1","New South Wales",0.1249
"11103122431","131","Newcastle","1","New South Wales",0.1633
"11103122432","131","Newcastle","1","New South Wales",0.0894
"11103122501","131","Newcastle","1","New South Wales",0.1983
"11103122502","131","Newcastle","1","New South Wales",0.078
"11103122503","131","Newcastle","1","New South Wales",0.1311
"11103122504","131","Newcastle","1","New South Wales",0.2939
"11103122505","131","Newcastle","1","New South Wales",0.1158
"11103122506","131","Newcastle","1","New South Wales",0.0839
"11103122507","131","Newcastle","1","New South Wales",0.1835
"11103122508","131","Newcastle","1","New South Wales",0.208
"11103122509","131","Newcastle","1","New South Wales",0.1223
"11103122510","131","Newcastle","1","New South Wales",0.0856
"11103122511","131","Newcastle","1","New South Wales",0.1065
"11103122512","131","Newcastle","1","New South Wales",0.1633
"11103122513","131","Newcastle","1","New South Wales",0.1881
"11103122514","131","Newcastle","1","New South Wales",0.217
"11103122515","131","Newcastle","1","New South Wales",0.0774
"11103122516","131","Newcastle","1","New South Wales",0.2498
"11103122517","131","Newcastle","1","New South Wales",0.0881
"11103122518","131","Newcastle","1","New South Wales",0.1665
"11103122519","131","Newcastle","1","New South Wales",0.2289
"11103122520","131","Newcastle","1","New South Wales",0.0738
"11103122521","131","Newcastle","1","New South Wales",0.1292
"11103122522","131","Newcastle","1","New South Wales",0.1407
"11103122523","131","Newcastle","1","New South Wales",0.2977
"11103122524","131","Newcastle","1","New South Wales",0.1576
"11103122525","131","Newcastle","1","New South Wales",0.1488
"11103122526","131","Newcastle","1","New South Wales",0.1971
"11103122527","131","Newcastle","1","New South Wales",0.2431
"11103122528","131","Newcastle","1","New South Wales",0.1943
"11103122529","131","Newcastle","1","New South Wales",0.0886
"11103122530","131","Newcastle","1","New South Wales",0.1449
"11103122531","131","Newcastle","1","New South Wales",0.121
"11103122532","131","Newcastle","1","New South Wales",0.097
"11103122533","131","Newcastle","1","New South Wales",2.1418
"11103122534","131","Newcastle","1","New South Wales",0.2444
"11103122535","131","Newcastle","1","New South Wales",1.7912
"11103122536","131","Newcastle","1","New South Wales",0.213
"11103122537","131","Newcastle","1","New South Wales",0.1572
"11103122538","131","Newcastle","1","New South Wales",0.1171
"11103122539","131","Newcastle","1","New South Wales",0.3106
"11103122540","131","Newcastle","1","New South Wales",0.2271
"11103122541","131","Newcastle","1","New South Wales",0.1067
"11103122542","131","Newcastle","1","New South Wales",0.0732
"11103122543","131","Newcastle","1","New South Wales",0.1464
"11103122601","131","Newcastle","1","New South Wales",0.35
"11103122602","131","Newcastle","1","New South Wales",0.0938
"11103122603","131","Newcastle","1","New South Wales",0.2423
"11103122604","131","Newcastle","1","New South Wales",0.0948
"11103122605","131","Newcastle","1","New South Wales",0.1987
"11103122606","131","Newcastle","1","New South Wales",0.0952
"11103122607","131","Newcastle","1","New South Wales",0.1598
"11103122608","131","Newcastle","1","New South Wales",0.1286
"11103122609","131","Newcastle","1","New South Wales",0.169
"11103122610","131","Newcastle","1","New South Wales",0.0926
"11103122611","131","Newcastle","1","New South Wales",0.1085
"11103122612","131","Newcastle","1","New South Wales",3.2447
"11103122613","131","Newcastle","1","New South Wales",0.5985
"11103122614","131","Newcastle","1","New South Wales",0.1767
"11103122615","131","Newcastle","1","New South Wales",0.1681
"11103122616","131","Newcastle","1","New South Wales",0.1057
"11103122617","131","Newcastle","1","New South Wales",0.1216
"11103122618","131","Newcastle","1","New South Wales",0.1469
"11103122619","131","Newcastle","1","New South Wales",0.1223
"11103122620","131","Newcastle","1","New South Wales",0.1544
"11103122621","131","Newcastle","1","New South Wales",0.063
"11103122622","131","Newcastle","1","New South Wales",1.4855
"11103122623","131","Newcastle","1","New South Wales",0.1799
"11103122624","131","Newcastle","1","New South Wales",2.262
"11103122625","131","Newcastle","1","New South Wales",0.3331
"11103122626","131","Newcastle","1","New South Wales",0.1251
"11103122627","131","Newcastle","1","New South Wales",0.1304
"11103122628","131","Newcastle","1","New South Wales",0.1501
"11103122629","131","Newcastle","1","New South Wales",0.2326
"11103122630","131","Newcastle","1","New South Wales",1.5211
"11103122631","131","Newcastle","1","New South Wales",4.1028
"11103122632","131","Newcastle","1","New South Wales",0.1057
"11103122701","131","Newcastle","1","New South Wales",0.2099
"11103122702","131","Newcastle","1","New South Wales",1.1085
"11103122703","131","Newcastle","1","New South Wales",0.1301
"11103122704","131","Newcastle","1","New South Wales",0.0913
"11103122705","131","Newcastle","1","New South Wales",0.2114
"11103122706","131","Newcastle","1","New South Wales",0.118
"11103122707","131","Newcastle","1","New South Wales",0.21
"11103122708","131","Newcastle","1","New South Wales",0.1163
"11103122709","131","Newcastle","1","New South Wales",0.1205
"11103122710","131","Newcastle","1","New South Wales",0.1794
"11103122711","131","Newcastle","1","New South Wales",0.1327
"11103122712","131","Newcastle","1","New South Wales",0.0557
"11103122713","131","Newcastle","1","New South Wales",0.2117
"11103122714","131","Newcastle","1","New South Wales",0.3594
"11103122715","131","Newcastle","1","New South Wales",0.1601
"11103122716","131","Newcastle","1","New South Wales",0.2282
"11103122717","131","Newcastle","1","New South Wales",0.1133
"11103122718","131","Newcastle","1","New South Wales",0.1358
"11103122719","131","Newcastle","1","New South Wales",0.1734
"11103122720","131","Newcastle","1","New South Wales",0.1097
"11103122721","131","Newcastle","1","New South Wales",0.149
"11103122722","131","Newcastle","1","New South Wales",0.075
"11103122723","131","Newcastle","1","New South Wales",0.1482
"11103122724","131","Newcastle","1","New South Wales",0.2514
"11103122725","131","Newcastle","1","New South Wales",0.1495
"11103122726","131","Newcastle","1","New South Wales",0.2599
"11103122727","131","Newcastle","1","New South Wales",0.5113
"11103122728","131","Newcastle","1","New South Wales",0.2499
"11103122729","131","Newcastle","1","New South Wales",0.208
"11103122730","131","Newcastle","1","New South Wales",0.1457
"11103122731","131","Newcastle","1","New South Wales",0.1559
"11103122732","131","Newcastle","1","New South Wales",0.1581
"11103122733","131","Newcastle","1","New South Wales",0.479
"11103122734","131","Newcastle","1","New South Wales",0.1153
"11103122735","131","Newcastle","1","New South Wales",0.1111
"11103122736","131","Newcastle","1","New South Wales",0.1945
"11103122801","131","Newcastle","1","New South Wales",0.1545
"11103122802","131","Newcastle","1","New South Wales",0.2358
"11103122803","131","Newcastle","1","New South Wales",2.8365
"11103122804","131","Newcastle","1","New South Wales",0.0967
"11103122805","131","Newcastle","1","New South Wales",0.1083
"11103122806","131","Newcastle","1","New South Wales",0.2376
"11103122807","131","Newcastle","1","New South Wales",0.1706
"11103122808","131","Newcastle","1","New South Wales",0.1622
"11103122809","131","Newcastle","1","New South Wales",0.1443
"11103122810","131","Newcastle","1","New South Wales",0.1788
"11103122811","131","Newcastle","1","New South Wales",0.1726
"11103122812","131","Newcastle","1","New South Wales",0.1456
"11103122813","131","Newcastle","1","New South Wales",0.171
"11103122814","131","Newcastle","1","New South Wales",0.1361
"11103122815","131","Newcastle","1","New South Wales",0.0662
"11103122816","131","Newcastle","1","New South Wales",0.0552
"11103122817","131","Newcastle","1","New South Wales",0.1252
"11103122818","131","Newcastle","1","New South Wales",0.2658
"11103122819","131","Newcastle","1","New South Wales",0.0888
"11103122820","131","Newcastle","1","New South Wales",0.2285
"11103122821","131","Newcastle","1","New South Wales",0.1929
"11103122822","131","Newcastle","1","New South Wales",0.0998
"11103122823","131","Newcastle","1","New South Wales",0.0446
"11103122824","131","Newcastle","1","New South Wales",0.0768
"11103122825","131","Newcastle","1","New South Wales",0.0747
"11103122826","131","Newcastle","1","New South Wales",0.1196
"11103122827","131","Newcastle","1","New South Wales",0.1813
"11103122828","131","Newcastle","1","New South Wales",0.1001
"11103122829","131","Newcastle","1","New South Wales",0.1233
"11103122830","131","Newcastle","1","New South Wales",0.141
"11103122831","131","Newcastle","1","New South Wales",0.1526
"11103122832","131","Newcastle","1","New South Wales",0.1594
"11103122901","131","Newcastle","1","New South Wales",0.0656
"11103122902","131","Newcastle","1","New South Wales",0.1237
"11103122903","131","Newcastle","1","New South Wales",0.3038
"11103122904","131","Newcastle","1","New South Wales",0.365
"11103122905","131","Newcastle","1","New South Wales",0.1721
"11103122906","131","Newcastle","1","New South Wales",0.1904
"11103122907","131","Newcastle","1","New South Wales",0.1314
"11103122908","131","Newcastle","1","New South Wales",0.0282
"11103122909","131","Newcastle","1","New South Wales",0.086
"11103122910","131","Newcastle","1","New South Wales",0.0808
"11103122911","131","Newcastle","1","New South Wales",0.189
"11103122912","131","Newcastle","1","New South Wales",0.0291
"11103122913","131","Newcastle","1","New South Wales",0.4717
"11103122914","131","Newcastle","1","New South Wales",0.3037
"11103122915","131","Newcastle","1","New South Wales",0.2511
"11103122916","131","Newcastle","1","New South Wales",0.0758
"11103122917","131","Newcastle","1","New South Wales",0.0892
"11103122918","131","Newcastle","1","New South Wales",0.0569
"11103122919","131","Newcastle","1","New South Wales",0.1031
"11103122920","131","Newcastle","1","New South Wales",0.0611
"11103122921","131","Newcastle","1","New South Wales",0.1944
"11103122922","131","Newcastle","1","New South Wales",0.1655
"11103122923","131","Newcastle","1","New South Wales",0.1679
"11103122924","131","Newcastle","1","New South Wales",0.0624
"11103122925","131","Newcastle","1","New South Wales",0.131
"11103122926","131","Newcastle","1","New South Wales",0.0815
"11103123001","131","Newcastle","1","New South Wales",30.8883
"11103123101","131","Newcastle","1","New South Wales",0.1901
"11103123102","131","Newcastle","1","New South Wales",0.1518
"11103123103","131","Newcastle","1","New South Wales",0.1447
"11103123104","131","Newcastle","1","New South Wales",0.1915
"11103123105","131","Newcastle","1","New South Wales",2.3105
"11103123106","131","Newcastle","1","New South Wales",1.0877
"11103123107","131","Newcastle","1","New South Wales",1.5205
"11103123108","131","Newcastle","1","New South Wales",0.1991
"11103123109","131","Newcastle","1","New South Wales",0.6633
"11103123110","131","Newcastle","1","New South Wales",0.3318
"11103123111","131","Newcastle","1","New South Wales",0.2218
"11103123112","131","Newcastle","1","New South Wales",1.8215
"11103123113","131","Newcastle","1","New South Wales",0.2268
"11103123114","131","Newcastle","1","New South Wales",0.1851
"11103123115","131","Newcastle","1","New South Wales",0.1438
"11103123116","131","Newcastle","1","New South Wales",0.1871
"11103123117","131","Newcastle","1","New South Wales",0.0781
"11103123118","131","Newcastle","1","New South Wales",0.1898
"11103123119","131","Newcastle","1","New South Wales",0.1152
"11103123120","131","Newcastle","1","New South Wales",0.0957
"11103123121","131","Newcastle","1","New South Wales",0.089
"11103123122","131","Newcastle","1","New South Wales",0.1215
"11103123123","131","Newcastle","1","New South Wales",0.1567
"11103123124","131","Newcastle","1","New South Wales",0.3412
"11103123125","131","Newcastle","1","New South Wales",1.7907
"11103123126","131","Newcastle","1","New South Wales",0.1536
"11103123201","131","Newcastle","1","New South Wales",0.1523
"11103123202","131","Newcastle","1","New South Wales",0.1643
"11103123203","131","Newcastle","1","New South Wales",0.2694
"11103123204","131","Newcastle","1","New South Wales",0.3032
"11103123205","131","Newcastle","1","New South Wales",0.2021
"11103123206","131","Newcastle","1","New South Wales",0.1548
"11103123207","131","Newcastle","1","New South Wales",0.169
"11103123208","131","Newcastle","1","New South Wales",0.1724
"11103123209","131","Newcastle","1","New South Wales",0.2303
"11103123210","131","Newcastle","1","New South Wales",0.1558
"11103123211","131","Newcastle","1","New South Wales",1.708
"11103123301","131","Newcastle","1","New South Wales",0.1435
"11103123302","131","Newcastle","1","New South Wales",0.1481
"11103123303","131","Newcastle","1","New South Wales",0.3164
"11103123304","131","Newcastle","1","New South Wales",0.3821
"11103123305","131","Newcastle","1","New South Wales",0.2475
"11103123308","131","Newcastle","1","New South Wales",9.4226
"11103123309","131","Newcastle","1","New South Wales",0.2582
"11103123310","131","Newcastle","1","New South Wales",0.5306
"11103123312","131","Newcastle","1","New South Wales",1.1505
"11103123313","131","Newcastle","1","New South Wales",0.1326
"11103123314","131","Newcastle","1","New South Wales",0.1381
"11103123315","131","Newcastle","1","New South Wales",0.1918
"11103123316","131","Newcastle","1","New South Wales",0.2061
"11103123317","131","Newcastle","1","New South Wales",0.3488
"11103123318","131","Newcastle","1","New South Wales",0.1976
"11103123319","131","Newcastle","1","New South Wales",0.3652
"11103123320","131","Newcastle","1","New South Wales",0.1933
"11103123321","131","Newcastle","1","New South Wales",0.2115
"11103123322","131","Newcastle","1","New South Wales",0.2228
"11103123323","131","Newcastle","1","New South Wales",0.3323
"11103123324","131","Newcastle","1","New South Wales",0.155
"11103123325","131","Newcastle","1","New South Wales",0.2173
"11103123326","131","Newcastle","1","New South Wales",0.1978
"11103123327","131","Newcastle","1","New South Wales",0.2171
"11103123328","131","Newcastle","1","New South Wales",0.171
"11103123329","131","Newcastle","1","New South Wales",0.3331
"11103123330","131","Newcastle","1","New South Wales",0.4605
"11103123331","131","Newcastle","1","New South Wales",0.1464
"11103123332","131","Newcastle","1","New South Wales",0.1308
"11103123333","131","Newcastle","1","New South Wales",0.1458
"11103123334","131","Newcastle","1","New South Wales",0.183
"11103123335","131","Newcastle","1","New South Wales",0.1876
"11103123336","131","Newcastle","1","New South Wales",0.2158
"11103123337","131","Newcastle","1","New South Wales",0.3558
"11103123338","131","Newcastle","1","New South Wales",0.1915
"11103123339","131","Newcastle","1","New South Wales",0.3461
"11103123340","131","Newcastle","1","New South Wales",0.104
"11103123341","131","Newcastle","1","New South Wales",0.3917
"11103123342","131","Newcastle","1","New South Wales",0.183
